n,edgeList,queries
,"[30989, 29835, 987781201]","[24872, 26774, 389966452]"
,"[69487, 37657, 326985692]","[83930, 40368, 651817717]"
,"[40845, 52396, 73458687]","[65097, 6446, 447893251]"
,"[11949, 60358, 609793800]","[3072, 3665, 178787668]"
,"[95652, 99384, 340295954]","[6278, 35341, 345808853]"
,"[39569, 77843, 780582049]","[21480, 51788, 486468661]"
,"[48236, 97606, 492149384]","[65808, 11689, 923134001]"
,"[8824, 89189, 883998567]","[69006, 24850, 295478128]"
,"[10913, 57814, 837285619]","[27124, 51613, 954251330]"
,"[1370, 38607, 661575669]","[78117, 77248, 999147561]"
,"[33562, 84361, 752779613]","[62839, 95194, 599532262]"
,"[40557, 85207, 681254993]","[7892, 15895, 37841551]"
,"[9319, 47632, 206590177]","[72939, 30703, 278838736]"
,"[50613, 15943, 276674833]","[98788, 33617, 501323504]"
,"[43897, 9430, 738085483]","[22387, 56456, 902175296]"
,"[87157, 84104, 963902509]","[62557, 53841, 339644365]"
,"[71001, 98565, 234542314]","[93523, 32269, 465025419]"
,"[9710, 30047, 162272013]","[99132, 77094, 655733346]"
,"[12411, 89789, 565498847]","[44819, 94979, 315792197]"
,"[14387, 91709, 404788336]","[59987, 63023, 708636614]"
,"[62028, 5207, 323976182]","[95198, 77455, 870841813]"
,"[76444, 13623, 982032602]","[76533, 37554, 957833381]"
,"[47124, 51534, 896701316]","[76271, 4187, 457904361]"
,"[14212, 1465, 62654664]","[98633, 9316, 838557934]"
,"[63777, 16765, 463684876]","[51789, 84133, 351988459]"
,"[8113, 61125, 408808937]","[26092, 35472, 459214427]"
,"[67174, 89425, 941350344]","[17851, 83353, 313435784]"
,"[46094, 9279, 451964678]","[75432, 63708, 89739376]"
,"[38157, 97491, 951395256]","[4060, 49694, 769100125]"
,"[7429, 83991, 900813240]","[72509, 67589, 413334377]"
,"[55683, 37741, 35780119]","[92927, 45111, 662919541]"
,"[6748, 44107, 591864092]","[60469, 73771, 921888272]"
,"[97511, 93578, 309104475]","[38438, 21088, 186156542]"
,"[38579, 45489, 110628434]","[64508, 2679, 913860674]"
,"[94787, 17604, 539688839]","[84925, 13172, 371846819]"
,"[22457, 63214, 839058303]","[63117, 50012, 459805783]"
,"[18366, 81535, 280858976]","[89402, 44903, 432654539]"
,"[20952, 70164, 666862944]","[53735, 12648, 22752787]"
,"[71337, 9880, 118268869]","[86603, 75762, 246102652]"
,"[55408, 56691, 867084088]","[21091, 44561, 775102046]"
,"[99963, 37187, 870813293]","[89074, 27299, 842882500]"
,"[78290, 62350, 174254387]","[45784, 36181, 535679990]"
,"[87914, 35364, 563485261]","[31327, 456, 316410258]"
,"[97919, 32294, 853918737]","[71140, 6898, 227613726]"
,"[20303, 41366, 855019091]","[15582, 52170, 781964139]"
,"[78781, 42158, 531822929]","[86806, 57432, 261284609]"
,"[39328, 91646, 592112862]","[69130, 41565, 518271519]"
,"[47942, 81506, 116548757]","[13679, 10905, 28113784]"
,"[98724, 28694, 221317919]","[35298, 40307, 918679622]"
,"[65441, 46097, 623849624]","[99210, 28761, 807326409]"
,"[75838, 25988, 240077924]","[15717, 9138, 88529139]"
,"[33507, 48120, 845559173]","[18376, 33506, 841157166]"
,"[72357, 24514, 836822635]","[70509, 5861, 343564138]"
,"[27153, 71867, 572443909]","[57844, 13159, 79582683]"
,"[11587, 65813, 524742081]","[68100, 44140, 280269799]"
,"[14652, 52075, 634625437]","[29686, 54392, 883396650]"
,"[33132, 50231, 800342770]","[53844, 68832, 408637381]"
,"[57556, 45157, 464264902]","[39592, 56305, 294740855]"
,"[73648, 80376, 717119246]","[31689, 69636, 653348051]"
,"[98570, 17823, 805717281]","[70228, 9941, 157218322]"
,"[79147, 82350, 877235538]","[26253, 69374, 992101931]"
,"[23808, 40625, 694309590]","[97099, 24129, 723500045]"
,"[59792, 53283, 557436024]","[4208, 16826, 412832890]"
,"[4198, 61921, 146257692]","[40857, 36827, 214147307]"
,"[43225, 61449, 711393446]","[2064, 70754, 42776554]"
,"[74783, 58000, 382737518]","[38092, 59331, 513927572]"
,"[82899, 9540, 203744709]","[28429, 83484, 873918707]"
,"[12186, 42434, 800838892]","[18381, 78476, 952347643]"
,"[36511, 54824, 201465410]","[6961, 93997, 350165391]"
,"[55469, 65363, 703687081]","[95310, 88520, 414446090]"
,"[55348, 19813, 111597534]","[11312, 37644, 279989232]"
,"[28451, 89875, 465850260]","[59198, 48337, 303990912]"
,"[1611, 56795, 158427841]","[7967, 69249, 575250319]"
,"[80744, 37375, 881611777]","[74031, 57573, 190431924]"
,"[92714, 77345, 295933926]","[14831, 37316, 513917596]"
,"[34939, 60960, 673847137]","[38381, 62638, 957737784]"
,"[24013, 65358, 145130138]","[85265, 54871, 746360681]"
,"[40811, 46472, 346258798]","[19820, 78928, 982437251]"
,"[87413, 63753, 418539096]","[88306, 98534, 78427199]"
,"[78578, 76979, 627339623]","[23370, 88169, 170659501]"
,"[70026, 65471, 335592799]","[85738, 61161, 572787899]"
,"[8825, 13721, 670384505]","[15588, 67671, 869455622]"
,"[37382, 69272, 635786844]","[32255, 3779, 132830147]"
,"[32714, 88405, 217193882]","[15707, 54711, 670998482]"
,"[94053, 29164, 426792977]","[6020, 10103, 459836712]"
,"[98596, 27462, 662501880]","[7656, 82696, 352125542]"
,"[74198, 56572, 32366632]","[48561, 38749, 396977447]"
,"[8787, 40881, 291709730]","[59415, 42555, 496107628]"
,"[64569, 14849, 391341172]","[8728, 5625, 35158991]"
,"[89799, 97011, 620447181]","[99328, 30445, 977140936]"
,"[75173, 90002, 492204970]","[67638, 8021, 251787664]"
,"[64974, 86286, 887965171]","[94741, 54695, 723227929]"
,"[9859, 75416, 277618050]","[38783, 54226, 519562006]"
,"[82485, 35815, 352513315]","[872, 71588, 769954916]"
,"[81622, 47687, 747668087]","[51244, 36208, 96731519]"
,"[80883, 51463, 84336467]","[22789, 24745, 79526466]"
,"[34527, 5065, 941420103]","[68685, 55310, 360803163]"
,"[80394, 59548, 487155106]","[19046, 35297, 245115844]"
,"[40492, 11040, 985926564]","[85649, 60073, 939740131]"
,"[66618, 36896, 110714050]","[89320, 40263, 726343618]"
,"[18664, 49864, 270623425]","[55635, 8654, 30768554]"
,"[3782, 42677, 912212034]","[502, 90023, 656483929]"
,"[32375, 47450, 145190273]","[34337, 34404, 44802416]"
,"[78373, 28971, 904812762]","[79123, 435, 702505470]"
,"[22846, 17679, 496667558]","[39415, 34208, 119965404]"
,"[53174, 76938, 751681040]","[2211, 13419, 453773104]"
,"[63661, 24966, 747066937]","[68567, 71283, 240303915]"
,"[86155, 7732, 349583783]","[98822, 7315, 950633333]"
,"[59624, 23667, 127994808]","[49106, 66582, 365356154]"
,"[66858, 56461, 299595036]","[70196, 42298, 541938343]"
,"[44210, 88967, 237503148]","[75205, 81902, 999037192]"
,"[16961, 86166, 467625407]","[38620, 15051, 321491290]"
,"[12092, 52699, 663588048]","[11296, 87310, 389972458]"
,"[10016, 61432, 871016731]","[94188, 75961, 993847109]"
,"[33774, 75067, 606548642]","[36835, 54971, 140827309]"
,"[29100, 83787, 760760542]","[71615, 32149, 632582485]"
,"[79942, 36430, 370669400]","[80225, 4383, 935718537]"
,"[84230, 21352, 178356237]","[32997, 26258, 481543133]"
,"[58591, 92982, 637399422]","[24394, 56217, 239328393]"
,"[13116, 67799, 860218472]","[2360, 45730, 102927848]"
,"[1412, 46432, 337230634]","[43377, 84190, 172172204]"
,"[34607, 64406, 54569493]","[38575, 33646, 142483618]"
,"[7291, 92751, 924149936]","[56882, 35452, 861909605]"
,"[54526, 99059, 599942810]","[28522, 80749, 706715173]"
,"[69363, 63525, 254022583]","[76021, 42687, 141853250]"
,"[94187, 593, 671325999]","[98688, 66516, 126919557]"
,"[18419, 73743, 448132107]","[96107, 96822, 880545220]"
,"[85569, 16937, 26733190]","[14768, 97254, 297367496]"
,"[45261, 96515, 438614889]","[48234, 39002, 230475419]"
,"[84868, 32281, 249707586]","[2929, 87360, 603744573]"
,"[51249, 33949, 51455269]","[1524, 51245, 78891670]"
,"[75847, 59304, 438239176]","[18417, 81379, 622021060]"
,"[19218, 98619, 583763430]","[71560, 72909, 363500021]"
,"[21101, 58102, 91440293]","[57136, 45995, 607419111]"
,"[86540, 20873, 801608843]","[50171, 44910, 873392985]"
,"[73107, 72052, 189258864]","[69064, 15621, 457358600]"
,"[99174, 53760, 262762699]","[46387, 1006, 696290488]"
,"[16088, 2572, 786003591]","[14905, 39711, 353541405]"
,"[74486, 53206, 809276909]","[617, 15333, 743911526]"
,"[71569, 59733, 974747056]","[74053, 55319, 142721279]"
,"[22598, 49000, 321905772]","[27115, 89282, 139016491]"
,"[6098, 57669, 529223655]","[13467, 55336, 660577986]"
,"[96278, 33077, 578737293]","[59564, 75977, 307712803]"
,"[69460, 94711, 810033601]","[74075, 31146, 698646189]"
,"[9623, 54455, 927664990]","[55690, 92819, 480099265]"
,"[66545, 19886, 11313999]","[93030, 53400, 602669995]"
,"[36554, 28300, 175367725]","[55888, 12346, 210302799]"
,"[68010, 12014, 144959636]","[87782, 8813, 153692533]"
,"[60516, 63614, 233997110]","[48450, 2832, 847390369]"
,"[14826, 99127, 488871327]","[94564, 66723, 834617516]"
,"[99060, 60795, 317863692]","[53545, 38386, 248284426]"
,"[88987, 22061, 727770635]","[69785, 23616, 12711388]"
,"[63099, 70264, 649053147]","[73229, 95121, 396204829]"
,"[84036, 34716, 203282488]","[16403, 86350, 421339560]"
,"[62677, 71387, 731048221]","[35320, 84956, 780611015]"
,"[73198, 61658, 171845335]","[32725, 94530, 388031320]"
,"[35389, 18162, 495244497]","[55379, 19869, 29481279]"
,"[45788, 65683, 839009661]","[14177, 60441, 651127647]"
,"[10599, 35757, 26858675]","[55432, 21109, 322148374]"
,"[90907, 50111, 351838565]","[32816, 11681, 312744259]"
,"[7518, 94908, 355971339]","[64740, 55417, 487373517]"
,"[71568, 1054, 888942856]","[95675, 42751, 778341281]"
,"[94478, 74928, 685339853]","[38286, 42343, 907887782]"
,"[48463, 28099, 115412465]","[86650, 26075, 95482885]"
,"[56049, 39028, 473730856]","[74423, 54101, 576481932]"
,"[6220, 48995, 655949218]","[64649, 17962, 536993956]"
,"[83005, 34541, 590451250]","[77435, 65818, 79001862]"
,"[72775, 61105, 363331521]","[66574, 22440, 567515112]"
,"[25026, 91980, 290346296]","[92547, 56729, 312207739]"
,"[4705, 63300, 692675666]","[29991, 1896, 942812060]"
,"[82801, 81928, 232239814]","[7288, 54974, 226616938]"
,"[23599, 70461, 682564990]","[17549, 94214, 647111783]"
,"[38825, 45206, 403805068]","[88604, 89249, 244693821]"
,"[71171, 67045, 723732733]","[35300, 18933, 375233206]"
,"[75228, 30825, 154154678]","[73377, 11244, 932946273]"
,"[18160, 68765, 70042124]","[25881, 53467, 516680148]"
,"[83549, 62887, 93546099]","[49064, 22764, 98578319]"
,"[4639, 71910, 200560400]","[24170, 88220, 303699256]"
,"[18746, 71492, 128558606]","[11349, 1341, 969651398]"
,"[74112, 35116, 60252418]","[8833, 2175, 15465347]"
,"[28123, 26593, 275803032]","[24063, 2896, 884724806]"
,"[74538, 91525, 515388444]","[16923, 51426, 379377721]"
,"[59961, 47013, 684992869]","[30979, 90439, 672301678]"
,"[82836, 80745, 850929605]","[7112, 63749, 901234102]"
,"[32487, 27662, 412311437]","[73071, 65991, 32704870]"
,"[58026, 71122, 248594137]","[61479, 27966, 111420887]"
,"[46811, 67387, 591549697]","[54716, 13910, 987293195]"
,"[36968, 44718, 294102761]","[7373, 17113, 507364732]"
,"[76173, 4238, 722248764]","[1846, 25764, 761146950]"
,"[71309, 53758, 524102364]","[59956, 73800, 262104845]"
,"[83042, 68805, 101308173]","[92829, 43566, 828620436]"
,"[27457, 65992, 725592919]","[25963, 59867, 689922645]"
,"[18449, 98384, 249501086]","[9975, 17327, 554935539]"
,"[90479, 90460, 112314610]","[1914, 99882, 837642988]"
,"[92345, 95387, 106408553]","[3641, 77478, 157246111]"
,"[80230, 53400, 868872284]","[1019, 58337, 512341546]"
,"[93575, 65494, 834146849]","[76735, 18930, 360567779]"
,"[93196, 52092, 721031351]","[28823, 93691, 830967293]"
,"[36849, 59244, 338674829]","[47973, 56307, 362356523]"
,"[87350, 68289, 795355452]","[3395, 97570, 899538202]"
,"[32684, 31923, 382367265]","[74119, 16232, 33472097]"
,"[49521, 49714, 264384770]","[26182, 52565, 853842093]"
,"[67955, 67589, 720588541]","[70712, 70637, 4828049]"
,"[21807, 66870, 177633629]","[73161, 66060, 194098073]"
,"[23719, 58530, 9458661]","[41947, 80362, 375213021]"
,"[52308, 88944, 949751502]","[13283, 49645, 123627668]"
,"[82702, 76082, 972571020]","[66090, 28067, 187392028]"
,"[61884, 65423, 489668897]","[27638, 5784, 59139251]"
,"[63664, 30956, 35623513]","[34581, 6055, 21166838]"
,"[69793, 40928, 193600060]","[86335, 24866, 135324327]"
,"[75894, 66285, 336286958]","[22912, 464, 916207209]"
,"[7920, 59044, 892040197]","[55008, 16951, 208917777]"
,"[57378, 5110, 683275423]","[94694, 64427, 140666837]"
,"[18343, 27820, 464348500]","[36489, 2439, 540919654]"
,"[70669, 11702, 721698703]","[52292, 73253, 750623762]"
,"[7005, 94388, 713118470]","[73795, 82792, 710641801]"
,"[33978, 55411, 842143921]","[99001, 4421, 525625123]"
,"[30333, 50751, 716755779]","[49375, 51828, 312542775]"
,"[32039, 18541, 798669500]","[58325, 44947, 704548415]"
,"[2500, 11506, 951733800]","[38824, 19536, 538931579]"
,"[45150, 39216, 403329719]","[32600, 90383, 626884727]"
,"[9341, 17121, 78096648]","[87054, 72460, 153034291]"
,"[33549, 95856, 629641265]","[24591, 10971, 824964435]"
,"[11922, 96188, 188681585]","[960, 18415, 153967828]"
,"[83868, 23846, 576127525]","[35305, 84152, 933355014]"
,"[85585, 83240, 445314532]","[22486, 44857, 925060199]"
,"[88705, 58519, 203236912]","[71374, 87723, 850836542]"
,"[13618, 86980, 633432539]","[82562, 29068, 658170720]"
,"[34099, 95648, 129572052]","[89192, 21279, 502491429]"
,"[83959, 85827, 619465386]","[91040, 66506, 750505537]"
,"[33547, 75251, 160048228]","[41928, 60005, 309812814]"
,"[84484, 54435, 988864437]","[74999, 76053, 104814326]"
,"[95806, 88270, 342514040]","[1970, 78228, 973810482]"
,"[89029, 13581, 126813469]","[58827, 13290, 791421031]"
,"[69673, 43402, 751098633]","[94668, 72749, 918049580]"
,"[66051, 7280, 902478857]","[82060, 35594, 413711527]"
,"[23209, 823, 194495699]","[88269, 14486, 846917740]"
,"[85118, 27859, 98944533]","[7513, 93834, 642901251]"
,"[42482, 82688, 837854748]","[78826, 36958, 74970849]"
,"[84688, 21810, 108993985]","[19051, 30538, 307942839]"
,"[87449, 92005, 796839416]","[19745, 82074, 850690762]"
,"[84439, 71555, 14048393]","[17321, 47991, 358608341]"
,"[74629, 53842, 74990437]","[36514, 69457, 226765935]"
,"[20465, 40694, 992599851]","[95404, 16610, 363889187]"
,"[80135, 20230, 66313215]","[15511, 38596, 182925726]"
,"[14705, 72005, 773480398]","[19343, 75151, 482523967]"
,"[38998, 97424, 248474368]","[36714, 61412, 785370375]"
,"[42539, 96249, 772945331]","[95805, 98983, 293222724]"
,"[77950, 62205, 841729079]","[48703, 17214, 456577875]"
,"[29439, 1575, 829049810]","[13780, 94319, 295540626]"
,"[81317, 68253, 57942778]","[58903, 47728, 468469891]"
,"[53717, 41861, 505564725]","[68961, 22713, 135433947]"
,"[19108, 63268, 946101114]","[29486, 81639, 438130244]"
,"[24710, 68117, 51268977]","[67357, 3649, 348891365]"
,"[13553, 54554, 749118430]","[10779, 56212, 741660925]"
,"[44341, 72437, 329282359]","[9327, 69879, 814777110]"
,"[47374, 54851, 208596631]","[35459, 66958, 268419166]"
,"[23899, 89527, 269083570]","[67702, 51860, 379712917]"
,"[45358, 37772, 797975265]","[95723, 4556, 611801118]"
,"[904, 96714, 385954302]","[81271, 88012, 886492823]"
,"[29656, 56639, 814481]","[70240, 14365, 447871599]"
,"[52397, 42886, 453178591]","[87556, 28655, 80317015]"
,"[66399, 13139, 808095554]","[92820, 96344, 549779462]"
,"[42059, 34187, 671924031]","[87217, 4889, 911196019]"
,"[1092, 78821, 558974793]","[46404, 73919, 993420109]"
,"[47781, 89691, 169275693]","[46733, 51395, 290744121]"
,"[12642, 59013, 755126401]","[60940, 15494, 548920772]"
,"[61925, 23844, 679481252]","[44831, 57477, 222046368]"
,"[74198, 57233, 139714891]","[40576, 38967, 687653024]"
,"[19531, 75801, 199487663]","[6081, 40002, 965874892]"
,"[29731, 94700, 726794747]","[2442, 9345, 720281688]"
,"[37113, 97914, 846546558]","[6031, 74549, 996899884]"
,"[54016, 62998, 115032386]","[59439, 8288, 994225757]"
,"[70696, 39432, 292232911]","[71451, 1533, 994027119]"
,"[54646, 9731, 706171507]","[2075, 24015, 358514928]"
,"[57687, 24854, 150671242]","[67837, 1386, 652779385]"
,"[59319, 39011, 261127185]","[51443, 57310, 597162541]"
,"[3320, 86378, 476742444]","[33989, 93870, 308910232]"
,"[51690, 95162, 720386693]","[83675, 74982, 491158487]"
,"[82609, 86655, 756744888]","[69324, 89510, 726046351]"
,"[50330, 58474, 910795116]","[68721, 83525, 483317906]"
,"[85689, 33043, 677021091]","[77290, 76420, 796241609]"
,"[694, 1688, 106869399]","[43838, 67635, 858593300]"
,"[83192, 68038, 772946277]","[9099, 94864, 301755577]"
,"[93612, 39310, 498447332]","[1091, 37061, 712590254]"
,"[87641, 84854, 457978127]","[42901, 69669, 609423631]"
,"[50549, 76786, 642349363]","[25652, 9094, 489635978]"
,"[97752, 47929, 205154813]","[86989, 97354, 191863993]"
,"[45141, 74952, 403471952]","[54632, 75512, 248560418]"
,"[3077, 58163, 93924263]","[99907, 45347, 176902685]"
,"[19104, 35871, 969253179]","[5676, 15086, 72821935]"
,"[7005, 72091, 269812008]","[78398, 45270, 377054783]"
,"[87963, 62221, 410829407]","[32107, 179, 735090549]"
,"[47011, 91834, 165946986]","[41075, 53560, 67482563]"
,"[3794, 88547, 372694820]","[64759, 92537, 328822368]"
,"[50007, 22823, 198021495]","[49065, 78325, 686960414]"
,"[89949, 39038, 817675946]","[74044, 39633, 825389264]"
,"[59518, 16382, 571808354]","[25472, 35026, 179224732]"
,"[7762, 24576, 684267301]","[83990, 60627, 427217579]"
,"[67598, 69186, 885023382]","[74983, 34469, 556679369]"
,"[9218, 82423, 902216321]","[9431, 50068, 61686937]"
,"[38129, 82806, 903348448]","[80995, 95079, 696186074]"
,"[31361, 59805, 110861034]","[45650, 79708, 54450008]"
,"[7885, 37562, 769742312]","[67762, 91997, 255778787]"
,"[41552, 84257, 561630592]","[79677, 28266, 152298720]"
,"[24520, 49786, 64392641]","[59244, 67396, 636347773]"
,"[77564, 52704, 799286718]","[13582, 9110, 134178604]"
,"[4692, 3428, 781329956]","[82340, 97277, 955938256]"
,"[59617, 41338, 59037038]","[83210, 74855, 778316679]"
,"[60250, 90669, 831855447]","[94611, 52563, 795603203]"
,"[75751, 59511, 360876391]","[75468, 62888, 380281914]"
,"[18994, 21093, 873096743]","[30697, 8080, 940388811]"
,"[9704, 59729, 543771727]","[38612, 30328, 13653210]"
,"[1169, 54097, 439650918]","[25378, 74573, 175973686]"
,"[64726, 58181, 888677366]","[68747, 83994, 748788375]"
,"[39884, 65652, 75433630]","[46269, 63364, 880532399]"
,"[67051, 75781, 214795603]","[23211, 12260, 336638332]"
,"[1483, 92660, 672514530]","[57677, 54927, 840619079]"
,"[8796, 52274, 217809968]","[75665, 30019, 706139834]"
,"[90398, 87682, 843191464]","[67699, 44896, 676158105]"
,"[56466, 65838, 291604955]","[31486, 11466, 136450548]"
,"[16436, 55627, 944185381]","[15045, 62492, 5701894]"
,"[31641, 27767, 469285829]","[25815, 47081, 356804375]"
,"[10751, 71711, 919531373]","[87973, 60501, 558355046]"
,"[76855, 12407, 255618098]","[19231, 7253, 95297380]"
,"[41510, 44654, 962607034]","[64039, 93454, 322641823]"
,"[78115, 98922, 775825388]","[6547, 46856, 753657283]"
,"[57085, 47687, 491001295]","[43923, 74687, 926473472]"
,"[21252, 60997, 155392004]","[37903, 28977, 12083000]"
,"[72088, 64545, 889297603]","[54520, 40748, 306298049]"
,"[72372, 14732, 705664177]","[73920, 91734, 364986376]"
,"[95001, 66083, 847589203]","[47948, 1229, 519291738]"
,"[33504, 88352, 122852507]","[75391, 89837, 516060889]"
,"[94866, 39881, 918431858]","[30495, 97709, 112731173]"
,"[60812, 49812, 198537408]","[77642, 26844, 218431766]"
,"[88407, 31089, 546893610]","[51255, 43600, 286227096]"
,"[4829, 20684, 422010305]","[10331, 84993, 582060358]"
,"[99906, 64002, 62225754]","[17502, 70762, 582594260]"
,"[77889, 37933, 437214625]","[88613, 48665, 792816001]"
,"[9133, 73031, 457235771]","[69299, 3704, 490473685]"
,"[60586, 88903, 519566918]","[7818, 72154, 153474793]"
,"[11492, 97343, 437100602]","[49618, 64136, 37171902]"
,"[36497, 9521, 557237278]","[64699, 2800, 770997022]"
,"[16212, 34443, 987744649]","[56311, 13161, 710813970]"
,"[55046, 6809, 274428033]","[76956, 69630, 999614341]"
,"[86765, 88237, 618520863]","[86314, 63769, 194449316]"
,"[75841, 11409, 162523206]","[34481, 94356, 173393421]"
